Class,Family,Species,Troph,FoodI,FoodII,FoodIII,Stage,DietPercent,ItemName,ID
Actinopteri,Chaetodontidae,Johnrandallia nigrirostris,NA,NA,NA,NA,NA,NA,NA,"ASV_95,ASV_78"
Actinopteri,Chaetodontidae,Prognathodes aya,NA,NA,NA,NA,NA,NA,NA,ASV_1178
Actinopteri,Chanidae,Chanos chanos,2.04,plants,other plants,benthic algae/weeds,n.a./others,14,Batis maritima,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,plants,other plants,benthic algae/weeds,n.a./others,20,algae,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,plants,phytoplankton,blue-green algae,n.a./others,3,blue-green algae,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,detritus,detritus,debris,n.a./others,11,debris,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,plants,phytoplankton,diatoms,n.a./others,43,Navicula,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,n.a./others,3,Foraminifera,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,zoobenthos,worms,non-annelids,juv./adults,3,Nematoda,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2.04,zooplankton,plank. crust.,plank. copepods,juv./adults,3,plank. copepods,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2,plants,other plants,benthic algae/weeds,n.a./others,7,benthic algae/weeds,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2,plants,other plants,benthic algae/weeds,n.a./others,10,benthic algae/weeds,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2,plants,phytoplankton,blue-green algae,n.a./others,3,blue-green algae,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2,detritus,detritus,debris,n.a./others,32,debris,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,2,plants,phytoplankton,diatoms,n.a./others,48,Navicula,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,1.99,plants,other plants,benthic algae/weeds,n.a./others,1,Batis maritima,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,1.99,plants,other plants,benthic algae/weeds,n.a./others,3,benthic algae/weeds,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,1.99,detritus,detritus,debris,n.a./others,13,debris,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,1.99,plants,phytoplankton,diatoms,n.a./others,17,diatoms,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,1.99,plants,phytoplankton,diatoms,n.a./others,64,Navicula,"ASV_236,ASV_97"
Actinopteri,Chanidae,Chanos chanos,1.99,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,n.a./others,2,nematodes,"ASV_236,ASV_97"
Actinopteri,Chiasmodontidae,Pseudoscopelus sagamianus,NA,NA,NA,NA,NA,NA,NA,ASV_891
Actinopteri,Chlorophthalmidae,Chlorophthalmus acutifrons,NA,NA,NA,NA,NA,NA,NA,"ASV_180,ASV_679,ASV_593"
Actinopteri,Chlorophthalmidae,Chlorophthalmus borealis,NA,NA,NA,NA,NA,NA,NA,"ASV_938,ASV_1323"
Actinopteri,Cichlidae,Guianacara geayi,NA,NA,NA,NA,NA,NA,NA,ASV_1203
Actinopteri,Cichlidae,Oreochromis niloticus x Oreochromis aureus,NA,NA,NA,NA,NA,NA,NA,"ASV_204,ASV_478,ASV_195"
Actinopteri,Cirrhitidae,Cirrhitichthys oxycephalus,NA,NA,NA,NA,NA,NA,NA,"ASV_1007,ASV_173,ASV_234,ASV_434,ASV_686,ASV_106,ASV_1098,ASV_231"
Actinopteri,Clupeidae,Dorosoma cepedianum,NA,NA,NA,NA,NA,NA,NA,"ASV_136,ASV_611,ASV_80"
Actinopteri,Congridae,Gorgasia sp. JAL-2006,NA,NA,NA,NA,NA,NA,NA,"ASV_320,ASV_750,ASV_981"
Actinopteri,Congridae,Paraconger notialis,NA,NA,NA,NA,NA,NA,NA,ASV_378
Actinopteri,Echeneidae,Remora brachyptera,NA,NA,NA,NA,NA,NA,NA,ASV_359
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,plank. crust.,euphausiids,juv./adults,57.099998474121094,euphausiids,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,fish (early stages),fish eggs/larvae,larvae,6.599999904632568,fish larvae,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,jellyfish/hydroids,jellyfish/hydroids,juv./adults,0.800000011920929,jellyfish/hydroids,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,2.299999952316284,Hyperiidea,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,0.4000000059604645,Parasagitta elegans,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,1.399999976158142,Pteropoda,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,others,others,n.a./others,n.a./others,0.20000000298023224,n.a./others,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,zooplankton,plank. crust.,plank. copepods,juv./adults,31.200000762939453,plank. copepods,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,zooplankton,plank. crust.,euphausiids,juv./adults,41.29999923706055,euphausiids,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,20,Hyperiidea,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,0.8999999761581421,Parasagitta elegans,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,2.700000047683716,Pteropoda,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,others,others,n.a./others,n.a./others,4,n.a./others,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,zooplankton,plank. crust.,plank. copepods,juv./adults,31.100000381469727,plank. copepods,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zoobenthos,benth. crust.,amphipods,juv./adults,0.8135942220687866,unspecified gammarids,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zoobenthos,mollusks,gastropods,juv./adults,0.06179196760058403,unspecified gastropods,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zooplankton,plank. crust.,mysids,juv./adults,0.07209062576293945,unspecified mysids,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zoobenthos,benth. crust.,n.a./other benth. Crustaceans,juv./adults,0.030895983800292015,unspecified cumaceans,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,nekton,finfish,n.a./other finfish,recruits/juv.,57.04428482055664,unspecified young fishes,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,26.04531478881836,Acetes chinensis,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,2.234809398651123,Sagitta crassa,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,zooplankton,plank. crust.,plank. Copepods,juv./adults,13.697218894958496,unspecified copepods,"ASV_368,ASV_535,ASV_977,ASV_197"
Actinopteri,Ephippidae,Platax orbicularis,NA,NA,NA,NA,NA,NA,NA,ASV_188
Actinopteri,Exocoetidae,Hirundichthys oxycephalus,NA,NA,NA,NA,NA,NA,NA,"ASV_167,ASV_212,ASV_273"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,nekton,finfish,bony fish,juv./adults,77.8499984741211,bony fish,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,zooplankton,plank. crust.,mysids,juv./adults,8.6899995803833,mysids,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,4.769999980926514,benth. crustaceans,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,0.23999999463558197,shrimps/prawns,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,8.449999809265137,shrimps/prawns,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,nekton,finfish,bony fish,juv./adults,87.8787841796875,unspecified fishes,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,detritus,detritus,carcasses,n.a./others,4.040403842926025,digested matter,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,zoobenthos,benth. crust.,n.a./other benth. Crustaceans,juv./adults,2.0202019214630127,unspecified crustaceans,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,zoobenthos,mollusks,n.a./other mollusks,juv./adults,1.0101009607315063,unsecified mollusks,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,others,others,n.a./others,n.a./others,5.0505051612854,unidentified matter,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.028862804174423218,Symphodus doderleinii,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.1731768399477005,Thalassoma pavo,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.2693861722946167,Diplodus vulgaris,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.27900710701942444,Siganus rivulatus,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.38483741879463196,Symphodus sp.,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.4714258313179016,Oblada melanura,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.5002886056900024,Pagellus bogaraveo,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.6638445258140564,Diplodus annularis,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.7504329681396484,Synodus saurus,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,0.7792957425117493,Sparisoma cretense,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,1.3180681467056274,Engraulis encrasicolus,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,1.3565518856048584,Coris julis,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,1.981912612915039,Mullus surmuletus,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,2.3090243339538574,Chromis chromis,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,3.328843593597412,Atherina hepsetus,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,6.48451042175293,uniddentified pelagic fishes,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,10.457956314086914,Mullus barbatus,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,25.69751739501953,Boops boops,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,juv./adults,25.918798446655273,Spicara smaris,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,bony fish,recruits/juv.,2.0685009956359863,unidentified juvenile gobiiids,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,zooplankton,fish (early stages),fish eggs/larvae,larvae,1.1448912620544434,unidentified fish fry,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,n.a./other finfish,juv./adults,5.195304870605469,unindentified benthic fishes,"ASV_191,ASV_581,ASV_116"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,nekton,finfish,n.a./other finfish,juv./adults,8.437560081481934,unidentified fish,"ASV_191,ASV_581,ASV_116"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,mollusks,bivalves,juv./adults,23.260000228881836,Laevicardium,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,benth. crust.,crabs,juv./adults,27.299999237060547,hippids,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,mollusks,gastropods,juv./adults,14.65999984741211,Acmaea,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,4.449999809265137,benth. crustaceans,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,other benth. invertebrates,n.a./other benth. invertebrates,juv./adults,1.9199999570846558,hemichordata,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,worms,non-annelids,juv./adults,6.070000171661377,Aspidosiphon sp.,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,worms,polychaetes,juv./adults,12.84000015258789,polychaetes,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,echinoderms,sea stars/brittle stars,n.a./others,1.9199999570846558,Ophiothrix sp.,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,4.349999904632568,Callianassa,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.47,zoobenthos,benth. crust.,stomatopods,juv./adults,3.240000009536743,Gonodactylus oerstedii,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.48,plants,other plants,benthic algae/weeds,n.a./others,2,benthic algae/weeds,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.48,zoobenthos,mollusks,bivalves,juv./adults,3,bivalves,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.48,zoobenthos,benth. crust.,crabs,juv./adults,0.5,Paguridae,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.48,zoobenthos,mollusks,gastropods,juv./adults,3,Neritina virginea,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.48,zoobenthos,insects,insects,n.a./others,2.5,insects,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.48,zoobenthos,benth. crust.,ostracods,juv./adults,89,ostracods,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zoobenthos,benth. crust.,crabs,juv./adults,33.900001525878906,crabs,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zoobenthos,other benth. invertebrates,n.a./other benth. invertebrates,juv./adults,14.699999809265137,invertebrates,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zoobenthos,other benth. invertebrates,n.a./other benth. invertebrates,juv./adults,23.299999237060547,invertebrates,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,8.399999618530273,zooplankton,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zoobenthos,worms,polychaetes,juv./adults,12.800000190734863,Polychaeta,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zoobenthos,echinoderms,sea stars/brittle stars,juv./adults,1.899999976158142,Asteroidea,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gerreidae,Gerres cinereus,3.86,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,5,shrimps,"ASV_200,ASV_94,ASV_983"
Actinopteri,Gobiidae,Bathygobius lineatus,NA,NA,NA,NA,NA,NA,NA,"ASV_1141,ASV_544,ASV_105,ASV_1307"
Actinopteri,Gobiidae,Chriolepis dialepta,NA,NA,NA,NA,NA,NA,NA,"ASV_424,ASV_187,ASV_358,ASV_567,ASV_757"
Actinopteri,Gobiidae,Coryphopterus urospilus,NA,NA,NA,NA,NA,NA,NA,ASV_772
Actinopteri,Gonostomatidae,Cyclothone acclinidens,NA,NA,NA,NA,NA,NA,NA,"ASV_874,ASV_315"
Actinopteri,Gonostomatidae,Sigmops sp. CBM DNA No. 2015-230,NA,NA,NA,NA,NA,NA,NA,ASV_782
Actinopteri,Haemulidae,Pomadasys stridens,NA,NA,NA,NA,NA,NA,NA,"ASV_106,ASV_140,ASV_16,ASV_386,ASV_738,ASV_91,ASV_112,ASV_2,ASV_246,ASV_36,ASV_48,ASV_484,ASV_61,ASV_827"
Actinopteri,Hemiramphidae,Euleptorhamphus viridis,NA,NA,NA,NA,NA,NA,NA,"ASV_626,ASV_159,ASV_429"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,nekton,finfish,bony fish,juv./adults,1,fish,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zooplankton,plank. crust.,cladocerans,juv./adults,59,Bosminopsis,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zoobenthos,mollusks,gastropods,juv./adults,2,gastropods,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zoobenthos,insects,insects,adults,11,insects,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zoobenthos,insects,insects,larvae,8,Chironomidae,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,plants,phytoplankton,n.a./other phytoplankton,n.a./others,2,phytoplankton,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,1,Brachionus,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zoobenthos,benth. crust.,ostracods,juv./adults,1,Chydorids,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,zooplankton,plank. crust.,plank. copepods,juv./adults,11,Calanoid,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.02,plants,other plants,terrestrial plants,leaves/blades,4,plants,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zooplankton,plank. crust.,cladocerans,juv./adults,55,Bosminopsis,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zoobenthos,mollusks,gastropods,juv./adults,2,gastropods,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zoobenthos,insects,insects,adults,13,insects,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zoobenthos,insects,insects,larvae,7,Chironomidae,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zoobenthos,worms,n.a./other annelids,juv./adults,2,Nematodes,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,plants,phytoplankton,n.a./other phytoplankton,n.a./others,3,phytoplankton,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zoobenthos,benth. crust.,ostracods,juv./adults,1,Chydorids,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,zooplankton,plank. crust.,plank. copepods,juv./adults,16,Calanoid,"ASV_197,ASV_49,ASV_98"
Actinopteri,Hemiramphidae,Hyporhamphus quoyi,3.03,plants,other plants,terrestrial plants,leaves/blades,1,plants,"ASV_197,ASV_49,ASV_98"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,benth. crust.,amphipods,juv./adults,5.46999979019165,Gammaridea,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,benth. crust.,benth. copepods,juv./adults,1.1799999475479126,Harpacticoid,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,benth. crust.,crabs,juv./adults,69.3499984741211,Xanthid,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,mollusks,gastropods,juv./adults,1.0700000524520874,Prosobranch gastropods,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,3.9700000286102295,Tanaidae,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,mollusks,n.a./other mollusks,juv./adults,0.20999999344348907,limpets,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,8.569999694824219,crab megalops,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,worms,polychaetes,juv./adults,7.179999828338623,polychaetes,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,echinoderms,sea urchins,juv./adults,0.9599999785423279,echinoids,"ASV_264,ASV_554,ASV_140"
Actinopteri,Holocentridae,Sargocentron punctatissimum,3.43,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,2.0399999618530273,Caridea,"ASV_264,ASV_554,ASV_140"
Actinopteri,Kyphosidae,Girella cyanea,2,plants,other plants,benthic algae/weeds,n.a./others,0.18000000715255737,chlorophytes,"ASV_398,ASV_151"
Actinopteri,Kyphosidae,Girella cyanea,2,plants,other plants,benthic algae/weeds,n.a./others,2.2799999713897705,rhodophytes,"ASV_398,ASV_151"
Actinopteri,Kyphosidae,Girella cyanea,2,plants,other plants,benthic algae/weeds,n.a./others,5.820000171661377,chlorophytes,"ASV_398,ASV_151"
Actinopteri,Kyphosidae,Girella cyanea,2,plants,other plants,benthic algae/weeds,n.a./others,91.7300033569336,Codium fragile,"ASV_398,ASV_151"
Actinopteri,Labridae,Bodianus diplotaenia,NA,NA,NA,NA,NA,NA,NA,"ASV_27,ASV_416,ASV_46,ASV_21,ASV_56"
Actinopteri,Labridae,Bodianus loxozonus,NA,NA,NA,NA,NA,NA,NA,"ASV_124,ASV_75"
Actinopteri,Labridae,Halichoeres dispilus,NA,NA,NA,NA,NA,NA,NA,"ASV_224,ASV_9,ASV_13,ASV_147,ASV_221,ASV_646"
Actinopteri,Labridae,Iniistius pavo,NA,NA,NA,NA,NA,NA,NA,ASV_1089
Actinopteri,Labridae,Nicholsina usta,NA,NA,NA,NA,NA,NA,NA,"ASV_262,ASV_79,ASV_1340,ASV_249"
Actinopteri,Labridae,Novaculichthys taeniourus,NA,NA,NA,NA,NA,NA,NA,ASV_361
Actinopteri,Labridae,Semicossyphus pulcher,NA,NA,NA,NA,NA,NA,NA,"ASV_86,ASV_73"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,benth. crust.,amphipods,juv./adults,0.6000000238418579,amphipods,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,mollusks,bivalves,juv./adults,27.899999618530273,Ervilia nitens,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,detritus,detritus,carcasses,n.a./others,6.300000190734863,carcasses,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,mollusks,gastropods,juv./adults,38.5,Batillaria,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,benth. crust.,isopods,juv./adults,3.0999999046325684,isopods,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,4.199999809265137,benth. crustaceans,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,mollusks,n.a./other mollusks,n.a./others,5.599999904632568,Dentalium sp.,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,worms,polychaetes,juv./adults,7.5,polychaetes,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.67,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,6.300000190734863,shrimps/prawns,"ASV_301,ASV_410,ASV_279"
