Class,Family,Species,Troph,Length,FoodI,FoodII,FoodIII,Stage,DietPercent,ItemName,ID,Stations
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,zoobenthos,benth. crust.,stomatopods,juv./adults,3.650000095367432,Stomatopoda,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,4.04,66.0,nekton,finfish,bony fish,juv./adults,48.470001220703125,bony fish,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,4.04,66.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,45.59999847412109,Malacostraca,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,4.04,66.0,zoobenthos,worms,polychaetes,juv./adults,0.209999993443489,polychaetes,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,4.04,66.0,zoobenthos,echinoderms,sea stars/brittle stars,juv./adults,0.3000000119209289,Ophiuroidea,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,4.04,66.0,nekton,cephalopods,squids/cuttlefish,juv./adults,5.460000038146973,Cephalopoda,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.1,70.0,nekton,finfish,bony fish,juv./adults,51.31999969482422,bony fish,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.1,70.0,zooplankton,plank. crust.,mysids,juv./adults,6.949999809265137,mysids,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.1,70.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,27.809999465942383,shrimps/prawns,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.1,70.0,zoobenthos,benth. crust.,stomatopods,juv./adults,13.90999984741211,stomatopods,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.8,70.0,nekton,finfish,bony fish,n.a./others,50.0,fish scales,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.8,70.0,zooplankton,fish (early stages),fish eggs/larvae,larvae,9.600000381469728,engraulidae,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.8,70.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,12.5,crab,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.8,70.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,25.0,shrimp larvae,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.8,70.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,larvae,0.800000011920929,gastropod larvae,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.8,70.0,zooplankton,plank. crust.,plank. copepods,n.a./others,2.0999999046325684,Candacia,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.62,70.0,nekton,finfish,bony fish,juv./adults,1.899999976158142,bony fish,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.62,70.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,0.699999988079071,benth. crustaceans,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.62,70.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,97.4000015258789,shrimps/prawns,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.43,70.0,nekton,finfish,bony fish,juv./adults,13.600000381469728,Osteichthyes,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.43,70.0,detritus,detritus,carcasses,n.a./others,71.69999694824219,Animal remains,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.43,70.0,zoobenthos,benth. crust.,lobsters,juv./adults,10.600000381469728,crabs,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.43,70.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,4.099999904632568,Crustacea,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.12,70.0,nekton,finfish,bony fish,juv./adults,74.66999816894531,bony fish,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.12,70.0,detritus,detritus,debris,n.a./others,2.740000009536743,debris,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.12,70.0,zoobenthos,worms,n.a./other annelids,juv./adults,0.1099999994039535,annelids,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,4.12,70.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,22.479999542236328,Crustacea,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,nekton,finfish,bony fish,juv./adults,0.5,snapper,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,zoobenthos,benth. crust.,crabs,juv./adults,7.599999904632568,crabs,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,detritus,detritus,debris,n.a./others,10.300000190734863,detritus,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,zoobenthos,benth. crust.,lobsters,juv./adults,0.699999988079071,lobsters,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,zoobenthos,other benth. invertebrates,n.a./other benth. invertebrates,recruits/juv.,8.899999618530273,invertebrates,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,31.399999618530277,zooplankton,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,recruits/juv.,27.5,zooplankton,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,0.6000000238418579,shrimps,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,nekton,cephalopods,squids/cuttlefish,juv./adults,11.300000190734863,squids,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Selar crumenophthalmus,3.41,70.0,others,herps,toads/frogs,n.a./others,1.2000000476837158,toads,"ASV_151,ASV_62","BAR,PMAN,PVIC,not_found"
Actinopteri,Carangidae,Trachinotus baillonii,,60.0,,,,,,,"ASV_82,ASV_217,ASV_51","CHAM,CMAR,CORA,DAPH,GARD,PCAL,PIN,PVIC,RED,SOMB"
Actinopteri,Carapidae,Carapus kagoshimanus,,,,,,,,,ASV_578,not_found
Actinopteri,Carapidae,Echiodon drummondii,,30.0,,,,,,,ASV_983,not_found
Actinopteri,Chaetodontidae,Chaetodon ocellatus,3.7,20.0,plants,other plants,benthic algae/weeds,n.a./others,5.369999885559082,benthic algae/weeds,"ASV_229,ASV_119","PVIC,not_found"
Actinopteri,Chaetodontidae,Chaetodon ocellatus,3.7,20.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,2.109999895095825,crustaceans,"ASV_229,ASV_119","PVIC,not_found"
Actinopteri,Chaetodontidae,Chaetodon ocellatus,3.7,20.0,zoobenthos,cnidarians,n.a./other polyps,juv./adults,52.790000915527344,Anthozoa,"ASV_229,ASV_119","PVIC,not_found"
Actinopteri,Chaetodontidae,Chaetodon ocellatus,3.7,20.0,zoobenthos,worms,polychaetes,juv./adults,4.210000038146973,terebellid tentacles,"ASV_229,ASV_119","PVIC,not_found"
Actinopteri,Chaetodontidae,Chaetodon ocellatus,3.7,20.0,zoobenthos,worms,polychaetes,juv./adults,14.4399995803833,polychaetes,"ASV_229,ASV_119","PVIC,not_found"
Actinopteri,Chaetodontidae,Chaetodon ocellatus,3.7,20.0,zoobenthos,worms,polychaetes,juv./adults,21.06999969482422,sabellid tentacles,"ASV_229,ASV_119","PVIC,not_found"
Actinopteri,Chaetodontidae,Johnrandallia nigrirostris,,20.0,,,,,,,"ASV_95,ASV_78","CDOU,CMAR,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PROJ,RED,SOMB,STAFE,SUAR"
Actinopteri,Chaetodontidae,Prognathodes aya,,15.0,,,,,,,ASV_1178,not_found
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,plants,other plants,benthic algae/weeds,n.a./others,14.0,Batis maritima,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,plants,other plants,benthic algae/weeds,n.a./others,20.0,algae,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,plants,phytoplankton,blue-green algae,n.a./others,3.0,blue-green algae,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,detritus,detritus,debris,n.a./others,11.0,debris,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,plants,phytoplankton,diatoms,n.a./others,43.0,Navicula,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,n.a./others,3.0,Foraminifera,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,zoobenthos,worms,non-annelids,juv./adults,3.0,Nematoda,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.04,180.0,zooplankton,plank. crust.,plank. copepods,juv./adults,3.0,plank. copepods,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.0,180.0,plants,other plants,benthic algae/weeds,n.a./others,7.0,benthic algae/weeds,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.0,180.0,plants,other plants,benthic algae/weeds,n.a./others,10.0,benthic algae/weeds,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.0,180.0,plants,phytoplankton,blue-green algae,n.a./others,3.0,blue-green algae,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.0,180.0,detritus,detritus,debris,n.a./others,32.0,debris,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,2.0,180.0,plants,phytoplankton,diatoms,n.a./others,48.0,Navicula,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,1.99,180.0,plants,other plants,benthic algae/weeds,n.a./others,1.0,Batis maritima,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,1.99,180.0,plants,other plants,benthic algae/weeds,n.a./others,3.0,benthic algae/weeds,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,1.99,180.0,detritus,detritus,debris,n.a./others,13.0,debris,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,1.99,180.0,plants,phytoplankton,diatoms,n.a./others,17.0,diatoms,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,1.99,180.0,plants,phytoplankton,diatoms,n.a./others,64.0,Navicula,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chanidae,Chanos chanos,1.99,180.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,n.a./others,2.0,nematodes,"ASV_236,ASV_97","CORA,DAPH,PCAL,PIN,not_found"
Actinopteri,Chiasmodontidae,Pseudoscopelus sagamianus,,21.5,,,,,,,ASV_891,not_found
Actinopteri,Chlorophthalmidae,Chlorophthalmus acutifrons,,30.0,,,,,,,"ASV_180,ASV_679,ASV_593","PVIC,not_found"
Actinopteri,Chlorophthalmidae,Chlorophthalmus borealis,,14.100000381469728,,,,,,,"ASV_938,ASV_1323",not_found
Actinopteri,Cichlidae,Guianacara geayi,,12.399999618530272,,,,,,,ASV_1203,not_found
Actinopteri,Cichlidae,Oreochromis niloticus x Oreochromis aureus,,,,,,,,,"ASV_204,ASV_478,ASV_195",not_found
Actinopteri,Cirrhitidae,Cirrhitichthys oxycephalus,,10.0,,,,,,,"ASV_1007,ASV_173,ASV_234,ASV_434,ASV_686,ASV_106,ASV_1098,ASV_231","CMAR,CORA,DAPH,ELI,PIN,PMOR,RED,not_found"
Actinopteri,Clupeidae,Dorosoma cepedianum,,57.0,,,,,,,"ASV_136,ASV_611,ASV_80","BAR,DAPH,ELI,PMAN,not_found"
Actinopteri,Congridae,Gorgasia sp. JAL-2006,,,,,,,,,"ASV_320,ASV_750,ASV_981",not_found
Actinopteri,Congridae,Paraconger notialis,,72.0,,,,,,,ASV_378,not_found
Actinopteri,Echeneidae,Remora brachyptera,,50.0,,,,,,,ASV_359,not_found
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,plank. crust.,euphausiids,juv./adults,57.09999847412109,euphausiids,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,fish (early stages),fish eggs/larvae,larvae,6.599999904632568,fish larvae,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,jellyfish/hydroids,jellyfish/hydroids,juv./adults,0.800000011920929,jellyfish/hydroids,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,2.299999952316284,Hyperiidea,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,0.4000000059604645,Parasagitta elegans,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,1.399999976158142,Pteropoda,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,others,others,n.a./others,n.a./others,0.2000000029802322,n.a./others,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.23,18.0,zooplankton,plank. crust.,plank. copepods,juv./adults,31.200000762939453,plank. copepods,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,18.0,zooplankton,plank. crust.,euphausiids,juv./adults,41.29999923706055,euphausiids,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,18.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,20.0,Hyperiidea,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,18.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,0.8999999761581421,Parasagitta elegans,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,18.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,2.700000047683716,Pteropoda,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,18.0,others,others,n.a./others,n.a./others,4.0,n.a./others,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.11,18.0,zooplankton,plank. crust.,plank. copepods,juv./adults,31.100000381469727,plank. copepods,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zoobenthos,benth. crust.,amphipods,juv./adults,0.8135942220687866,unspecified gammarids,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zoobenthos,mollusks,gastropods,juv./adults,0.061791967600584,unspecified gastropods,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zooplankton,plank. crust.,mysids,juv./adults,0.0720906257629394,unspecified mysids,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zoobenthos,benth. crust.,n.a./other benth. Crustaceans,juv./adults,0.030895983800292,unspecified cumaceans,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,nekton,finfish,n.a./other finfish,recruits/juv.,57.04428482055664,unspecified young fishes,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,26.04531478881836,Acetes chinensis,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,2.234809398651123,Sagitta crassa,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Engraulidae,Engraulis japonicus,3.74,18.0,zooplankton,plank. crust.,plank. Copepods,juv./adults,13.697218894958496,unspecified copepods,"ASV_368,ASV_535,ASV_977,ASV_197","BAR,not_found"
Actinopteri,Ephippidae,Platax orbicularis,,60.0,,,,,,,ASV_188,not_found
Actinopteri,Exocoetidae,Hirundichthys oxycephalus,,18.0,,,,,,,"ASV_167,ASV_212,ASV_273","ELI,PMAN,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,160.0,nekton,finfish,bony fish,juv./adults,77.8499984741211,bony fish,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,160.0,zooplankton,plank. crust.,mysids,juv./adults,8.6899995803833,mysids,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,160.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,4.769999980926514,benth. crustaceans,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,160.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,0.2399999946355819,shrimps/prawns,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.26,160.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,8.449999809265137,shrimps/prawns,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,160.0,nekton,finfish,bony fish,juv./adults,87.8787841796875,unspecified fishes,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,160.0,detritus,detritus,carcasses,n.a./others,4.040403842926025,digested matter,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,160.0,zoobenthos,benth. crust.,n.a./other benth. Crustaceans,juv./adults,2.0202019214630127,unspecified crustaceans,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,160.0,zoobenthos,mollusks,n.a./other mollusks,juv./adults,1.0101009607315063,unsecified mollusks,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.35,160.0,others,others,n.a./others,n.a./others,5.0505051612854,unidentified matter,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.0288628041744232,Symphodus doderleinii,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.1731768399477005,Thalassoma pavo,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.2693861722946167,Diplodus vulgaris,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.2790071070194244,Siganus rivulatus,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.3848374187946319,Symphodus sp.,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.4714258313179016,Oblada melanura,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.5002886056900024,Pagellus bogaraveo,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.6638445258140564,Diplodus annularis,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.7504329681396484,Synodus saurus,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,0.7792957425117493,Sparisoma cretense,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,1.3180681467056274,Engraulis encrasicolus,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,1.3565518856048584,Coris julis,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,1.981912612915039,Mullus surmuletus,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,2.3090243339538574,Chromis chromis,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,3.328843593597412,Atherina hepsetus,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,6.48451042175293,uniddentified pelagic fishes,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,10.457956314086914,Mullus barbatus,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,25.69751739501953,Boops boops,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,juv./adults,25.918798446655277,Spicara smaris,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,bony fish,recruits/juv.,2.0685009956359863,unidentified juvenile gobiiids,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,zooplankton,fish (early stages),fish eggs/larvae,larvae,1.1448912620544434,unidentified fish fry,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,n.a./other finfish,juv./adults,5.195304870605469,unindentified benthic fishes,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Fistulariidae,Fistularia commersonii,4.49,160.0,nekton,finfish,n.a./other finfish,juv./adults,8.437560081481934,unidentified fish,"ASV_191,ASV_581,ASV_116","CMAR,PIN,PROJ,RED,not_found"
Actinopteri,Gerreidae,Gerres cinereus,3.47,41.0,zoobenthos,mollusks,bivalves,juv./adults,23.26000022888184,Laevicardium,"ASV_200,ASV_94,ASV_983","CDOU,PLAZ,PMAN,PVIC,not_found"
Actinopteri,Gerreidae,Gerres cinereus,3.47,41.0,zoobenthos,benth. crust.,crabs,juv./adults,27.299999237060547,hippids,"ASV_200,ASV_94,ASV_983","CDOU,PLAZ,PMAN,PVIC,not_found"
